title,blog,url,date,excerpt,host,txt,asset,off,ruleish,noise
Day 17: Drawdowns,OSM,https://www.optionstocksmachines.com/post/2024-11-11-day-17-drawdowns/,"12 Nov 2024, 10:34pm","On Day 16, we showed the adjusted 12-by-12 strategy with full performance metrics against buy-and-hold, the 60-40 SPY-IEF ETF portfolio, and the 200-day SMA strategy. In all cases, it tended to perform better than the benchmarks. However, against the 200-day SMA that performance came primarily at",optionstocksmachines.com,"Day 17: Drawdowns || On Day 16, we showed the adjusted 12-by-12 strategy with full performance metrics against buy-and-hold, the 60-40 SPY-IEF ETF portfolio, and the 200-day SMA strategy. In all cases, it tended to perform better than the benchmarks. However, against the 200-day SMA that performance came primarily at",1,0,2,0
The Seasonality of Bitcoin,Quantpedia,https://quantpedia.com/the-seasonality-of-bitcoin/?a=6080,"13 Sep 2023, 09:28pm","Seasonality effects, one of the most fascinating phenomena in the world of finance, have captured the attention of investors and researchers worldwide. Since these anomalies are often driven by factors other than general market trends, they usually don’t correlate strongly with market movements,",quantpedia.com,"The Seasonality of Bitcoin || Seasonality effects, one of the most fascinating phenomena in the world of finance, have captured the attention of investors and researchers worldwide. Since these anomalies are often driven by factors other than general market trends, they usually don’t correlate strongly with market movements,",1,0,2,0
Russell Death Cross Implications for SPX,Quantifiable Edges,https://quantifiableedges.com/russell-death-cross-implications-for-spx/,"24 Apr 2023, 10:28pm",I have seen some chat about the Russell “Death Cross” that occurred on Friday and the potential bearish implications for the market. A “Death Cross” is a catchy (though not terribly accurate) term for when the 50-day moving average of a security cross below its 200-day moving average. It is,quantifiableedges.com,Russell Death Cross Implications for SPX || I have seen some chat about the Russell “Death Cross” that occurred on Friday and the potential bearish implications for the market. A “Death Cross” is a catchy (though not terribly accurate) term for when the 50-day moving average of a security cross below its 200-day moving average. It is,1,0,2,0
Multi-Strategy Hedge Funds: Jack of All Trades?,Finominal,https://insights.finominal.com/research-multi-strategy-hedge-funds-jack-of-all-trades/,"13 Mar 2023, 10:11pm","A few select multi-strategy hedge funds generated outsized returns in 2022 However, the average fund lost money The average fund can be simply replicated via the S&P 500 & cash INTRODUCTION Citadel made $16 billion in profits in 2022, Millenium $8.0 billion, and Point 72 $2.4 billion. These",insights.finominal.com,"Multi-Strategy Hedge Funds: Jack of All Trades? || A few select multi-strategy hedge funds generated outsized returns in 2022 However, the average fund lost money The average fund can be simply replicated via the S&P 500 & cash INTRODUCTION Citadel made $16 billion in profits in 2022, Millenium $8.0 billion, and Point 72 $2.4 billion. These",1,0,2,0
Analyzing U.S. election cycle seasonality in the S&P 500,Quant Dare,https://quantdare.com/analyzing-u-s-election-cycle-seasonality-in-the-sp-500/,"14 Sep 2022, 11:26am","Everyone is aware of the importance of the U.S. elections and we take it for granted that, like many other things, financial markets will end up being affected in some way. But have you ever wondered if there is any seasonality throughout those elections that we can take advantage of when making",quantdare.com,"Analyzing U.S. election cycle seasonality in the S&P 500 || Everyone is aware of the importance of the U.S. elections and we take it for granted that, like many other things, financial markets will end up being affected in some way. But have you ever wondered if there is any seasonality throughout those elections that we can take advantage of when making",1,0,2,0
Is there any edge in holding stocks overnight? Correction,Rotating Stocks,https://www.rotatingstocks.com/is-there-any-edge-in-holding-stocks-overnight-ii/,"15 Mar 2022, 11:02am","In my previous post I discussed about trading overnight, since there was a clear edge holding the SPY over night. But due to small mistake that I made in my testing the results were bad and the edge disappeared. The mistake was setting commissions as 0.05 $ per share instead of 0.005$ per share.",rotatingstocks.com,"Is there any edge in holding stocks overnight? Correction || In my previous post I discussed about trading overnight, since there was a clear edge holding the SPY over night. But due to small mistake that I made in my testing the results were bad and the edge disappeared. The mistake was setting commissions as 0.05 $ per share instead of 0.005$ per share.",1,0,2,0
Is there any edge in holding stocks overnight?,Rotating Stocks,https://www.rotatingstocks.com/is-there-any-edge-in-holding-stocks-overnight/,"26 Feb 2022, 10:47am","Holding stocks overnight is when we buy the close and sell the following day on the open. Is there any edge in this approach in comparison to buying the open and selling the close. Today we will check this phenomenon. We will check the performance of the SPY, then we will try to check it on",rotatingstocks.com,"Is there any edge in holding stocks overnight? || Holding stocks overnight is when we buy the close and sell the following day on the open. Is there any edge in this approach in comparison to buying the open and selling the close. Today we will check this phenomenon. We will check the performance of the SPY, then we will try to check it on",1,0,2,0
SP-500 Seasonality,Alvarez Quant Trading,https://alvarezquanttrading.com/blog/sp-500-seasonality/,"14 Jan 2022, 09:15am",I’ve been seeing lots of seasonality type charts on the S&P500 where they take the average return for each day of the year and then create a return curve for the year. The chart often ‘shows’ the sell in May and buy in November flatness of the returns. And then the holiday end of the year,alvarezquanttrading.com,SP-500 Seasonality || I’ve been seeing lots of seasonality type charts on the S&P500 where they take the average return for each day of the year and then create a return curve for the year. The chart often ‘shows’ the sell in May and buy in November flatness of the returns. And then the holiday end of the year,1,0,2,0
Long Volatility Strategies: Hedge Funds vs DIY,Factor Research,https://insights.factorresearch.com/research-long-volatility-strategies-hedge-funds-vs-diy/,"18 Oct 2021, 10:36am","Long volatility exposure is typically achieved via hedge funds A simple DIY strategy would have generated similar attractive diversification benefits Most of the returns are explained by risk-off currencies, government bonds, and gold INTRODUCTION Do-it-yourself is the best and worst financial",insights.factorresearch.com,"Long Volatility Strategies: Hedge Funds vs DIY || Long volatility exposure is typically achieved via hedge funds A simple DIY strategy would have generated similar attractive diversification benefits Most of the returns are explained by risk-off currencies, government bonds, and gold INTRODUCTION Do-it-yourself is the best and worst financial",1,0,2,0
New Site! Designing a high-frequency-trading system/simulation lab,Caravaggio in Binary,http://www.caravaggioinbinary.com/HFT-Simulation-Lab/,"13 Sep 2021, 10:40am","This text is a primer on how to develop a high-frequency-trading system/simulation lab, with focus on the Nasdaq exchange and the ITCH protocol. The code is entirely written in C and follows the data-oriented-design methodology. The reason for picking C instead of C++, when the latter is the",caravaggioinbinary.com,"New Site! Designing a high-frequency-trading system/simulation lab || This text is a primer on how to develop a high-frequency-trading system/simulation lab, with focus on the Nasdaq exchange and the ITCH protocol. The code is entirely written in C and follows the data-oriented-design methodology. The reason for picking C instead of C++, when the latter is the",1,0,2,0
Different ranking methods for a monthly S&P500 Stock Rotation Strategy,Alvarez Quant Trading,https://alvarezquanttrading.com/blog/different-ranking-methods-for-a-monthly-sp500-stock-rotation-strategy/,"12 May 2021, 12:49pm","Recently for my own trading, I have been researching rotational strategies on both the weekly and monthly timeframes. The most common indicator that I use for ranking stocks is Rate of Change (ROC) of the closing price. I read about using Rate of Change on the EMA to rank stocks. I liked a small",alvarezquanttrading.com,"Different ranking methods for a monthly S&P500 Stock Rotation Strategy || Recently for my own trading, I have been researching rotational strategies on both the weekly and monthly timeframes. The most common indicator that I use for ranking stocks is Rate of Change (ROC) of the closing price. I read about using Rate of Change on the EMA to rank stocks. I liked a small",1,0,2,0
